 ,SupLeftR,SupLeftA,SupLeftS,SupRightR,SupRightA,SupRightS,LeftR,LeftA,LeftS,RightR,RightA,RightS,InfLeftR,InfLeftA,InfLeftS,InfRightR,InfRightA,InfRightS
 ,-0.109895488,0.007338888,0.056106288,0.074791183,-0.014840611,0.100669465,-0.091960813,0.018452332,-0.023634831,0.090859211,-0.020549672,0.020257291,-0.079586993,0.030058413,-0.089121585,0.1157929,-0.02045935,-0.064276628
 ,-0.117122088,0.013873787,0.056816164,0.081684397,-0.028538697,0.104546377,-0.103666256,0.026494747,-0.014396994,0.108798381,-0.028440476,0.012620499,-0.099567289,0.044879922,-0.079952112,0.129872855,-0.028269283,-0.079633933
 ,-0.128983126,0.018934858,0.072052995,0.104989666,-0.04156155,0.101805514,-0.124469213,0.039181196,-0.000138378,0.128197545,-0.041373026,0.00021201,-0.114526951,0.048787543,-0.073529449,0.134792078,-0.023969021,-0.100402692
 ,-0.143487388,0.036693925,0.100068817,0.137751405,-0.052969521,0.100458828,-0.132420836,0.047386575,0.018378545,0.14509166,-0.033597438,-0.011533576,-0.119699282,0.024816829,-0.083901746,0.112764441,-0.02233037,-0.123470869
 ,-0.138198578,0.041067478,0.137266448,0.164129054,-0.047158117,0.104679589,-0.124339465,0.016479548,0.025840265,0.128911139,-0.034883549,-0.017267125,-0.148130274,0.026724827,-0.104525645,0.117628124,-0.002230186,-0.145993531
 ,-0.127613538,0.014523584,0.176066257,0.157394414,-0.043280389,0.127553248,-0.154387688,0.02605361,0.029352605,0.144696521,-0.00653233,-0.017315309,-0.122969096,0.011940971,-0.142288022,0.102879388,-0.002705447,-0.17336878
 ,-0.170494313,0.018077365,0.211896524,0.180014294,-0.020111386,0.157204551,-0.133673623,0.001538205,0.010744089,0.131007143,-0.01562651,-0.02568068,-0.250369324,0.00269125,-0.169515879,0.243515823,0.013431075,-0.184648605
 ,-0.158144237,0.001898462,0.252734528,0.173184013,-0.019588385,0.207137883,-0.304224298,0.003341848,0.027084509,0.314022747,0.016785996,0.008141314,-0.311455712,-0.029607447,-0.228073707,0.286617486,0.027169526,-0.267024527
 ,-0.391363878,-0.00865959,0.379920438,0.407043897,0.00870226,0.355457088,-0.400702568,-0.051210498,0.050407657,0.371652586,0.02211161,0.000106345,-0.420637382,-0.018314362,-0.371015006,0.434007346,0.04737058,-0.414876521
TrXFiducials007Closed, , , , , , , , , , , , , , , , , , 
 ,-0.680047778,0.075368082,0.494958486,0.613670813,0.264260425,0.62163069,-0.646858909,-0.094446172,-0.063336063,0.646859683,0.094446172,0.063335909,-0.572328379,-0.24634934,-0.659891196,0.638704571,-0.093279167,-0.456697825
 ,-0.47167325,0.028988506,0.328436938,0.405867942,0.157115916,0.414359699,-0.421118508,-0.074048807,-0.076211883,0.400336255,0.029780096,0.061616045,-0.354376302,-0.104514791,-0.486541896,0.440963862,-0.037320922,-0.241658903
 ,-0.359808498,-0.013251263,0.209316494,0.25669443,0.064672471,0.312756543,-0.30971838,-0.036116026,-0.098636744,0.287185505,0.014313065,0.085148278,-0.234851312,-0.002863558,-0.34813537,0.360498256,-0.02675469,-0.160449201
 ,-0.31197246,-0.020380781,0.130066357,0.185588876,0.02165541,0.283264089,-0.249565497,0.007337488,-0.077908282,0.246700206,-0.012577449,0.07854133,-0.198523871,0.036124949,-0.244338007,0.327772746,-0.032159617,-0.169625487
 ,-0.249322872,-0.002394444,0.11454683,0.162234306,-0.018910063,0.244291764,-0.206993637,0.021479232,-0.023474692,0.229468422,-0.035149714,0.038485007,-0.191246319,0.050926153,-0.194166571,0.2558601,-0.015951164,-0.179682338
 ,-0.187016947,0.000536358,0.133218785,0.166595446,-0.045343225,0.183417232,-0.174258801,0.024393635,-0.005072191,0.18797743,-0.029788963,0.006662632,-0.171335018,0.043010593,-0.123333267,0.17803789,0.007191603,-0.194893192
 ,-0.148869766,-0.001852804,0.12854646,0.160540689,-0.048133824,0.138569965,-0.146372365,0.014049198,0.027531679,0.152050656,-0.016546223,-0.03359249,-0.150428664,0.027470186,-0.081630731,0.13307945,0.025013466,-0.179424882
 ,-0.113791612,-0.010009891,0.135534799,0.152299204,-0.037290496,0.081033038,-0.117408437,0.001957019,0.03819943,0.135383405,-0.000233531,-0.048999357,-0.147229737,0.021543494,-0.048425018,0.090747178,0.024033406,-0.157342892
 ,-0.081512017,-0.01595425,0.136409408,0.147806057,-0.01794139,0.057307734,-0.108564168,0.001813463,0.057828741,0.107314665,0.004072166,-0.040975228,-0.127134415,-0.004009477,-0.076737338,0.062089878,0.032019489,-0.133833317
 ,-0.071482659,-0.011315249,0.148873852,0.123654991,-0.009273557,0.05956276,-0.088268715,-0.016578733,0.027236599,0.082775306,0.015988646,-0.024373719,-0.106287917,-0.00843853,-0.090847875,0.059608995,0.029617422,-0.120451616
 ,-0.058129883,-0.032979657,0.122541102,0.096308722,-0.003574008,0.075941254,-0.074399731,-0.025629728,0.015920589,0.075391459,0.00873165,-0.010809141,-0.123031353,-0.006188642,-0.095701957,0.083860785,0.059640386,-0.107891848
 ,-0.053116808,-0.039478199,0.10695438,0.083024731,-0.008247986,0.082660384,-0.097316897,-0.021808673,0.005503385,0.090722294,0.038021716,-0.005575708,-0.128097993,-0.01313569,-0.096700229,0.104784673,0.044648831,-0.09284221
 ,-0.085945243,-0.035475995,0.090906748,0.085574615,0.019098267,0.080800959,-0.114022205,-0.027564937,-0.002318229,0.098401607,0.025143186,0.001200861,-0.109759096,-0.013771215,-0.090168708,0.125750322,0.032570694,-0.080421631
TrXFiducials010Closed, , , , , , , , , , , , , , , , , , 
 ,-0.698723562,0.357147018,0.153356476,0.669131741,0.296314129,0.304184468,-0.683927651,0.030416444,-0.075413996,0.683927651,-0.030416444,0.075413996,-0.624902383,-0.3237024,-0.333430419,0.654494203,-0.329758747,-0.124110525
 ,-0.768786982,0.388128315,0.204367589,0.706075821,0.322536462,0.366994875,-0.705144159,0.006306708,-0.073833493,0.67433979,-0.000223429,0.151861524,-0.577338379,-0.346104752,-0.408213179,0.67085391,-0.370643304,-0.241177315
 ,-0.574158694,0.266784899,0.199562765,0.488915611,0.261752568,0.37349054,-0.475667486,-0.004794605,-0.05812088,0.486229281,-0.023704796,0.070602281,-0.462024075,-0.253072919,-0.371506246,0.536705363,-0.246965148,-0.214028462
 ,-0.415798469,0.198694139,0.199154848,0.354865279,0.18354345,0.302286782,-0.404867481,-0.000224396,-0.05192692,0.3953063,0.004669099,0.074242981,-0.380552698,-0.199032652,-0.326235341,0.451047068,-0.18764964,-0.19752235
 ,-0.380669047,0.15719165,0.184652109,0.300452131,0.161357074,0.292050019,-0.3599719,-0.012037231,-0.048843763,0.347899597,-0.002347822,0.060718868,-0.323387755,-0.143343006,-0.311724549,0.415676974,-0.160820665,-0.176852684
 ,-0.348654994,0.116477276,0.177723551,0.276166997,0.125029896,0.27443198,-0.316363005,0.00057667,-0.054315311,0.33599254,-0.01485046,0.064733002,-0.291225059,-0.095060065,-0.254374495,0.34408352,-0.132173317,-0.208198726
 ,-0.302402823,0.097075686,0.17136771,0.293174752,0.08299126,0.280054615,-0.279452767,0.009762724,-0.011279261,0.300561532,-0.024120364,0.030877585,-0.285538588,-0.054553629,-0.24726882,0.273657894,-0.111155677,-0.223751829
 ,-0.222844954,0.058578467,0.192165936,0.236728757,0.031731238,0.225568868,-0.227667049,0.007617473,0.00517986,0.215411688,-0.0372311,0.023813523,-0.194921465,-0.020000395,-0.218114524,0.193293023,-0.040695683,-0.228613662
 ,-0.183605593,0.008470499,0.181202195,0.180020992,-0.028335901,0.1964945,-0.156731894,-0.014194978,-0.002051407,0.161868609,-0.031179221,-0.010667856,-0.153853978,0.038460499,-0.189986216,0.152301864,0.026779102,-0.174991216
 ,-0.140003629,-0.04737424,0.152382354,0.135355406,-0.062053328,0.144935357,-0.137516313,-0.001865331,-0.010045349,0.12708709,-0.011961292,0.002914483,-0.123902417,0.059107544,-0.144418334,0.138979861,0.064146648,-0.145768511
 ,-0.123438699,-0.058350062,0.118390021,0.107654722,-0.067167447,0.12970859,-0.111548898,-0.005098932,0.001034339,0.118041365,-0.000697992,-0.000144848,-0.10213743,0.05886322,-0.126787142,0.111428939,0.072451214,-0.12220096
 ,-0.103290619,-0.063781702,0.107857012,0.104625267,-0.059796231,0.106789145,-0.094767637,-0.005857871,-0.007897534,0.098637084,0.006447354,-0.003744308,-0.168835101,0.057047613,-0.102302134,0.163631006,0.065940837,-0.100702181
 ,-0.084417355,-0.054409495,0.088448595,0.089177744,-0.043364642,0.092176424,-0.150898405,0.002052848,0.003713457,0.147514615,0.010035178,0.005149533,-0.140085048,0.033843201,-0.098712285,0.138708449,0.051842909,-0.090775724
 ,-0.13682462,-0.032442617,0.091780454,0.132836776,-0.025229372,0.093078166,-0.127053113,-0.003715215,-0.000776729,0.12487907,0.01255025,0.006395156,-0.142898395,0.013150555,-0.097125152,0.149060282,0.035686399,-0.093351895
 ,-0.117151778,-0.032954865,0.084500228,0.113693522,-0.01805083,0.091071823,-0.1316708,-0.017500771,-0.00378377,0.135850751,0.003148809,-0.000326337,-0.117033418,0.023855509,-0.08397754,0.116311724,0.041502148,-0.087484404
 ,-0.124119792,-0.0334937,0.07512584,0.121836363,-0.01450872,0.078304563,-0.110662356,0.004528776,0.001396635,0.103872412,0.020752887,-0.001827534,-0.116757475,0.007552728,-0.082439344,0.125830849,0.01516803,-0.070560161
TrXFiducials011Closed, , , , , , , , , , , , , , , , , , 
 ,-0.086643729,-0.007244883,0.039823072,0.07141234,0.025960473,0.070529161,-0.079028016,-0.01660282,-0.01535162,0.079028025,0.01660282,0.01535162,-0.062992265,-0.025542932,-0.079671777,0.078223646,0.006827341,-0.030680456
 ,-0.095153895,-0.010936856,0.041872909,0.072132603,0.02420799,0.074369216,-0.078181659,-0.02039907,-0.026203539,0.071281248,0.013861624,0.025648871,-0.060541409,-0.015275927,-0.09444277,0.090463113,0.008542238,-0.021244687
 ,-0.103283001,-0.019086483,0.033940387,0.053834736,0.016928892,0.088448449,-0.084739295,-0.013700956,-0.037793756,0.073999011,0.011337071,0.039153209,-0.051039744,-0.002888707,-0.108957499,0.111228293,0.007410183,-0.01479079
 ,-0.117390654,-0.016692221,0.025105662,0.049578434,0.009644059,0.106042425,-0.081943739,-0.005319343,-0.04974801,0.0887381,0.005513557,0.049301361,-0.052608912,0.015065175,-0.118248603,0.113626772,-0.008211227,-0.012452835
 ,-0.118830591,-0.008970784,0.017280413,0.062118492,0.002513761,0.122288028,-0.087731149,0.012639949,-0.055340785,0.088504323,-0.012036628,0.056819052,-0.056114019,0.033415315,-0.115671752,0.112052942,-0.027561613,-0.025374956
 ,-0.123663135,0.011682901,0.017829279,0.064918589,-0.014722405,0.137846521,-0.089831053,0.033913694,-0.0467282,0.090116917,-0.031335,0.049894377,-0.063180722,0.039090241,-0.106468352,0.121639404,-0.038629431,-0.052373624
 ,-0.124550073,0.034636736,0.032090668,0.072750945,-0.03690413,0.138030917,-0.095329751,0.040312477,-0.033410447,0.107313262,-0.044901991,0.025900836,-0.070043643,0.050530468,-0.089981288,0.10985926,-0.04367356,-0.072630686
 ,-0.12780147,0.032926154,0.060687069,0.100433555,-0.063050144,0.12748884,-0.099321951,0.044434587,-0.003028166,0.10330109,-0.061666573,0.016513663,-0.066263853,0.068058954,-0.087158427,0.089652629,-0.020702977,-0.114502979
 ,-0.11294759,0.028948387,0.120637463,0.114968477,-0.090397167,0.14261866,-0.075762916,0.055521736,0.026005392,0.099616305,-0.044320167,-0.004752526,-0.102465737,0.056686188,-0.115472626,0.076591461,-0.006438976,-0.169036364
 ,-0.060114921,0.02681315,0.186312143,0.138415592,-0.086208588,0.151493963,-0.090342702,0.028131317,0.02615803,0.112351307,-0.043326813,-0.034476499,-0.184976683,0.088413264,-0.10262048,0.084667406,-0.01382233,-0.226867157
 ,-0.050428431,-0.004102243,0.216566963,0.190918241,-0.089187056,0.144369755,-0.163108605,0.067675148,0.063231081,0.157955168,-0.054056226,-0.084708771,-0.264174077,0.080967703,-0.082470927,0.128837704,-0.001297327,-0.256988102
 ,-0.111259438,0.032765017,0.286101472,0.267950883,-0.111012629,0.111368837,-0.230628465,0.048464932,0.114011968,0.233560075,-0.048698781,-0.0921113,-0.349590277,0.059978984,-0.113574094,0.189967222,0.018502476,-0.305796883
 ,-0.175738806,0.004325793,0.398718812,0.384935979,-0.113034374,0.149750755,-0.319428024,0.018233156,0.123826703,0.332281915,-0.031864661,-0.108351521,-0.39883836,0.066392627,-0.19550433,0.176787295,0.05594746,-0.368440419
TrXFiducials012Closed, , , , , , , , , , , , , , , , , , 
 ,-0.073630954,0.003998531,0.050010493,0.067259416,0.003027099,0.051665836,-0.070445167,0.000485847,-0.000827671,0.070445229,-0.000485847,0.000827671,-0.067040776,-0.005452137,-0.056516435,0.073412253,-0.001573494,-0.045159894
 ,-0.078440162,0.004853962,0.054779521,0.069996481,0.003830223,0.056523526,-0.074853427,-0.001402067,-0.003891995,0.073122422,0.00268432,0.008072815,-0.068070024,-0.005875674,-0.074072283,0.07824471,-0.004090764,-0.041411584
 ,-0.086647567,0.001807003,0.05722651,0.068862874,0.00610146,0.069800541,-0.079518768,-0.00289439,-0.016527197,0.074245977,-0.001018596,0.017796509,-0.06374132,0.004874265,-0.082833499,0.086798804,-0.008869741,-0.045462863
 ,-0.096653285,-0.002556297,0.051010028,0.065546502,-0.000577604,0.087216624,-0.080010337,0.00563852,-0.018933626,0.078787938,-0.008859438,0.020487044,-0.067601789,0.021267379,-0.092762358,0.099930972,-0.01491256,-0.047017713
 ,-0.102592041,0.000940529,0.055185852,0.067560437,-0.014594044,0.097425131,-0.089296272,0.017686864,-0.023921694,0.090215215,-0.02107997,0.02509373,-0.067537955,0.034569443,-0.094946454,0.101650615,-0.017522822,-0.058836565
 ,-0.113192257,0.008745744,0.056648122,0.08031595,-0.033043784,0.109485336,-0.089737418,0.026944678,-0.019914521,0.092642981,-0.029209282,0.019010898,-0.074632983,0.043493379,-0.082529981,0.104603727,-0.016930735,-0.082699853
 ,-0.112462468,0.015140473,0.066058757,0.088060098,-0.046599365,0.108856256,-0.095855528,0.033335344,-0.002785333,0.101210631,-0.033099417,-0.002972103,-0.092129084,0.044692887,-0.065960184,0.111176351,-0.013469922,-0.103197394
 ,-0.113062341,0.014188884,0.094497662,0.108769475,-0.060594852,0.09428742,-0.108867587,0.02697375,0.023383514,0.119987605,-0.038498482,-0.018533362,-0.113780666,0.061687669,-0.065627432,0.106953515,-0.00375697,-0.128007802
 ,-0.108625568,0.006450688,0.137024358,0.137750444,-0.064034004,0.091898387,-0.113914784,0.043822253,0.041198864,0.123718484,-0.026632732,-0.025957257,-0.133931476,0.035498233,-0.097390207,0.0950029,0.004895563,-0.146774145
 ,-0.105619501,0.023028476,0.186608327,0.157198424,-0.054893412,0.11233492,-0.127757587,0.013822266,0.033331421,0.125439528,-0.020023711,-0.021286286,-0.210859265,0.03878902,-0.128101896,0.161598401,-0.000722639,-0.182886486
 ,-0.123143087,-0.002768231,0.217137842,0.175888694,-0.042741131,0.152633038,-0.221288135,0.026718096,0.026481276,0.218593178,-0.019946107,-0.038220621,-0.25448763,0.025809621,-0.168720744,0.204436982,0.012927753,-0.189310791
TrXFiducials013Closed, , , , , , , , , , , , , , , , , , 
 ,-0.092466449,0.028754699,0.030228078,0.071496389,0.049591319,0.049435643,-0.081981419,-0.010418314,-0.009602554,0.081981419,0.010418331,0.009602554,-0.06215064,-0.048241932,-0.053104641,0.083120701,-0.030104102,-0.026559079
 ,-0.096837636,0.028308298,0.033670409,0.073927297,0.050009363,0.053672251,-0.076184165,-0.011084455,-0.011636389,0.075113843,0.007805833,0.016010432,-0.05750375,-0.046399033,-0.0639048,0.081484411,-0.028640007,-0.027811903
 ,-0.093984811,0.025573605,0.036870222,0.063234357,0.045203179,0.065599022,-0.074573323,-0.011123035,-0.017443752,0.069854242,0.007331004,0.020061667,-0.052411296,-0.033454743,-0.076159334,0.087880832,-0.033530009,-0.028927825
 ,-0.095681259,0.020692559,0.038223402,0.055636936,0.040027038,0.077518203,-0.072461883,-0.002704594,-0.023293496,0.074523574,-0.002783451,0.026191425,-0.055798514,-0.012357205,-0.077328723,0.093781147,-0.042874346,-0.041310811
 ,-0.094578562,0.023187559,0.040405005,0.06035936,0.023104435,0.092567245,-0.077013641,0.013012705,-0.01655373,0.08065884,-0.019155527,0.021412885,-0.062225283,0.005354176,-0.072781095,0.092799286,-0.045503348,-0.06505031
 ,-0.093292688,0.032205364,0.058130845,0.076458318,-0.002427121,0.099005899,-0.077371466,0.023960152,-0.002403826,0.089528785,-0.030793321,0.005919177,-0.081975048,0.012176082,-0.061758983,0.086652099,-0.035121156,-0.098893112
 ,-0.083195721,0.033059444,0.087833935,0.100835382,-0.027313993,0.097011222,-0.08827182,0.020065843,0.02238649,0.09766343,-0.032086043,-0.018559133,-0.103673414,0.015701401,-0.066485352,0.076642143,-0.009426652,-0.12218716
 ,-0.08009901,0.013208525,0.125175369,0.120830554,-0.043149028,0.080927781,-0.096742629,0.008492123,0.029136664,0.098114055,-0.018662323,-0.031057086,-0.120241365,0.019451719,-0.077478808,0.078138396,0.020658985,-0.12670392
 ,-0.083603954,-0.015389633,0.140839777,0.131954704,-0.045429024,0.074250919,-0.109599244,-0.003265668,0.022897258,0.109856791,-0.001930139,-0.03155763,-0.128453791,0.023581626,-0.077771757,0.079845494,0.042432838,-0.128658566
 ,-0.098043555,-0.047472158,0.144000756,0.150756596,-0.045958052,0.082264543,-0.119419199,-0.017035033,0.029870989,0.116732401,0.00433683,-0.027820046,-0.136962793,0.033894035,-0.098813856,0.08693655,0.072234378,-0.129502386
 ,-0.107567024,-0.071446378,0.168421717,0.159008814,-0.047321103,0.103298143,-0.127370821,-0.013955941,0.023157953,0.12537426,0.029323923,-0.011484289,-0.135108513,0.031697242,-0.13465789,0.085663283,0.071702257,-0.148735635
TrXFiducials015Closed, , , , , , , , , , , , , , , , , , 
 ,-0.095278495,-0.009916889,0.106415232,0.105282762,-0.01131495,0.086346549,-0.100280628,0.000699031,0.010034342,0.100280628,-0.000699031,-0.010034342,-0.098869562,0.004382354,-0.074971043,0.088865294,0.016849485,-0.117790738
 ,-0.099889464,-0.015817292,0.113747714,0.122063851,-0.017364472,0.091538485,-0.098327891,-0.011741102,0.019675572,0.109430947,0.002055785,-0.027711313,-0.111496462,0.002697146,-0.064789661,0.078219019,0.040169935,-0.132460796
 ,-0.091346077,-0.037342124,0.135883344,0.137986575,-0.022112559,0.083575774,-0.10588208,-0.021404599,0.042647185,0.10353358,0.019959389,-0.032050964,-0.117540075,-0.005804174,-0.0826358,0.073248078,0.066704067,-0.14741954
 ,-0.09424813,-0.051378547,0.173754225,0.136700272,-0.00576139,0.09137539,-0.107104835,-0.03417404,0.03558927,0.103300724,0.045789715,-0.035855727,-0.113503074,-0.018631783,-0.113372645,0.074855043,0.064156045,-0.151490513
 ,-0.09446507,-0.07466028,0.204599483,0.149671625,0.018122852,0.121700792,-0.101889042,-0.056626368,0.031756761,0.116665679,0.039433577,-0.012471968,-0.192801887,-0.051782935,-0.171739227,0.122818694,0.125513154,-0.173845841
 ,-0.104543888,-0.107585905,0.240350635,0.15968001,0.00854672,0.186879874,-0.214453874,-0.101730388,-0.00566786,0.167118759,0.112613478,-0.008214672,-0.221118902,-0.051464647,-0.245178005,0.213317896,0.139620743,-0.168169972
 ,-0.278995819,-0.199606312,0.277503763,0.227081094,0.084676345,0.274125946,-0.287835596,-0.132939238,-0.040156742,0.288354662,0.120495878,0.061978434,-0.318557844,-0.070944675,-0.327569686,0.369953502,0.198318001,-0.245881715
